bathrooms,constructed_year,description,elevator,energetic_qualification_kWhm2_year,floor,heater_system,its_new,m2_build,neigh_m2_useful,neighbourhood,garden,price_down_euro,price_down_percentage,price_euro,price_m2,real_estate,ref,rooms,status,terrace,title,link,avg_neigh_euro_m2,neigh_quality,neigh_type,neigh_floors,neigh_rent,neigh_rooms
2,1965,Este magnífico piso de 107 m² se presenta reformado en la planta principal de un elegante edificio modernista rehabilitado en 2001 ubicado en el centro del Eixample con un amplio espacio exterior y piscina privada. Su orientación garantiza una paz y tranquilidad totales lo que proporciona un oasis privado en una ubicación muy céntrica ya que se encuentra muy cerca de Paseo de Gràcia y de la Rambla Catalunya. El piso también dispone de mucho mobiliario hecho a medida.   La vivienda se distribuye en un espacioso salón-comedor con una cocina semi integrada y una zona de estudio. También cuenta con 2 confortables dormitorios uno individual (que actualmente se destina a vestidor) y el otro doble un aseo de cortesía y 2 baño completos uno de los cuales es privado para el dormitorio doble.   Pero sin duda el piso destaca por su increíble terraza de 120 m² &nbsp;una pérgola ideal para relajarse y comer al aire libre. A continuación unas escaleras bajan a una fantástica piscina entarimada ideal para refrescarse en verano y al lado se presenta una zona de invitados que dispone de un baño completo propio.   Póngase en contacto con nosotros para visitar este exclusivo piso con piscina privada en pleno centro de Barcelona.,1,0,0,null,0,142,75,Eixample,0,0,0,850000,5986,Lucas Fox Barcelona,Ref.: BCN5366,2,2,1,Piso en venta en La Dreta de l'Eixample,http://idealista.com/inmueble/90304054/,3665,0.13981191222570533,25,8,0.34054951134058636,5
3,1965,Este fabuloso dúplex situado en Pedralbes se ha renovado por completo en octubre de 2017 con materiales de la mejor calidad. Se presenta nuevo a estrenar en un edificio de 4 plantas con 2 propiedades y 2 plantas subterráneas para plazas de aparcamiento y trasteros.   Esta elegante propiedad de lujo ofrece un espacioso salón-comedor acristalado que da a un jardín soleado de 102 m² que a su vez da a la zona comunitaria y a la piscina. El salón comunica con una cocina fantástica completamente equipada con electrodomésticos Gaggenau.   La zona de noche en la planta baja incluye 2 dormitorios dobles uno principal con cuarto de baño privado y vestidor y el otro con un cuarto de baño privado ambos con acceso a un bonito jardín.   En la planta baja hay una inmensa sala polivalente que puede usarse como sala de televisión sala de juegos o ...,1,0,0,null,0,264,45,Sarrià-Sant Gervasi,1,0,0,2200000,8333,Lucas Fox Barcelona,Ref.: BCN7721,3,2,1,Piso en venta en Sarrià,http://idealista.com/inmueble/38636508/,2996,0.01740812379110257,25,2,0.34054951134058636,5
2,1965,Piso con terraza en venta en Eixample Esquerra Barcelona Fantástico piso alto de 140 m2 con vistas panorámicas en una finca con ascensor junto a la Plaza Francesc Macià. La vivienda está de origen pero sus características y ubicación son excelentes. Muy luminoso al ser un piso alto exterior y con doble orientación. Sol de mañana y de tarde. Se distribuye en un diáfano salón comedor con salida a la terraza. Espaciosa cocina independiente con acceso a galería. Tiene 4 habitaciones dobles con salida a la terraza y 2 baños completos. Armarios empotrados. Suelos de parqué. Calefacción por radiadores. Opción a comprar 2 plazas de parking para coche y 1 para motocicleta en el mismo edificio con acceso desde el ascensor.  El piso está en una excelente ubicación en Eixample Esquerra. A pocas calles de la plaza Francesc Macià. Rodeado de tod...,1,0,11,null,0,140,75,Eixample,0,0,0,775000,5536,Walter Haus,Ref.: 3060V(1),4,2,1,Piso en venta en L'Antiga Esquerra de l'Eixample,http://idealista.com/inmueble/89416170/,3665,0.13981191222570533,25,8,0.34054951134058636,5
3,1965,Piso en venta en Eixample Esquerra Barcelona Fantástico piso de 135 m2 en una finca clásica con ascensor cerca de la gastronómica calle Enric Granados. La vivienda está reformada a estrenar conservando elementos originales como los techos altos con molduras y los preciosos suelos hidráulicos. Doble orientación a este a calle y oeste a patio de manzana. Se distribuye en un luminoso y diáfano salón comedor con grandes ventanales. Moderna cocina independiente equipada. La zona de noche consta de 2 habitaciones dobles y 1 individual 2 baños con plato de ducha y 1 aseo de cortesía. El principal es en suite y desde él y otra habitación hay acceso a una galería cerrada climatizada. Armarios empotrados. Aire frío / calor por conductos. Calefacción por radiadores. La vivienda está muy bien situada en l’Antiga Esquerra de l'Eixample cerca d...,1,0,1,null,0,135,75,Eixample,0,0,0,639000,4733,Walter Haus,Ref.: 2908v,3,2,0,Piso en venta en L'Antiga Esquerra de l'Eixample,http://idealista.com/inmueble/88655682/,3665,0.13981191222570533,25,8,0.34054951134058636,5
3,1987,Impecable piso en venta en Diagonal esquina Numancia. Piso muy alto de aproximadamente 145m2 más terraza de 25m2 aprox. Un total de 4 habitaciones y 3 baños. 1 habitación en suite 3 habitaciones con un baño completo y un baño de cortesía. Su excelente ubicación la amplitud de sus vistas y su altura aportan gran luminosidad a todas sus estancias. Incluye una amplia plaza de aparcamiento en la misma finca. Para más información o realizar una visita no dude en contactar con nosotros.,1,0,7,Gas natural,0,157,75,Les Corts,1,0,0,1100000,7006,MG Grupo Inmobiliario,Ref.: VA1625,4,2,1,Piso en venta en avenida Diagonal,http://idealista.com/inmueble/91651861/,4040,0.19163763066202089,7,4,0.3452597638982786,5
4,1980,GRAN PISO EN VENTA MUY LUMINOSO EN SANT GERVASI SARRIA - Barcelona   Piso en Barcelona zona Sant Gervasi - Galvany 260 m. de superficie 15 m2 de terraza 4 habitaciones dobles y 2 habitaciones sencillas 4 baños cocina equipada carpinteria interior de madera orientación norte gres carpintería exterior de aluminio / climalit. Extras: agua armarios empotrados ascensor balcón bar bomba frío y calor calefacción chimenea conserje despensa gas ciudad lavandería línea telefónica luminoso luz muebles ojos de buey t. v.  terraza trastero autobuses árboles céntrico centros comerciales centros médicos colegios golf hospitales metro parques supermercados tren vistas despejadas zona de paso zonas infantiles  Venta: 1150000 €.,1,0,2,Bomba de frío/calor,0,259,105,Sant Gervasi - Galvany,0,0,0,1150000,4440,NICE PROPERTIES BCN,Ref.: 1809-BO,6,2,1,Piso en venta en calle de Tavern,http://idealista.com/inmueble/91639988/,3020,0.05003535106325119,15,7,0.367651057812585,5
1,1960,Piso de 3 habitaciones en el Besós  Ideal tanto para vivir como para inversión.  La vivienda tiene una superfície de 67m2. Distribuidos en un amplio recibidor con ventana exterior que da paso al comedor también exterior y muy luminoso. La cocina es amplia e independiente que se accede desde el comedor.   Dispone de 3 habitaciones una de ellas interior y las otras 2 con ventana. Un baño y lavadero.  Todas paredes son tabiques que se pueden quitar ideal para redistribuir si es necesario.  El edificio es de 1960 no dispone de ascensor y la zona común esta en muy buen estado.  Carpintería exterior de aluminio y doble cristal.  Transporte público: Lineas 2 y 4 de metro y buses: H12 y V33  ¡Para entrar a vivir inmediatamente!  El precio de venta no incluye los impuestos que se deriven de la compraventa gastos notariales registrales y gestoría que legalmente correspondan.,0,0,1,null,0,67,75,El Besòs,0,114000,4,110000,1642,Ir-080 Real Estate,Ref.: J282,3,2,0,Piso en venta en calle de Narbona,http://idealista.com/inmueble/88131686/,2337,0.03383327520055812,15,7,0.2649110568538542,4
1,1951,Estupendo piso con terraza en Horta-Guinardó  Housfy de particular a particular sin comisiones de agencia.   Piso en Baix Guinardó Barcelona una vivienda luminosa y ubicada en un entorno idóneo para disfrutarlo.   Características:  - Admirable piso de 85 m2 en El Baix Guinardó reformado integralmente en 2018. (Los metros cuadrados están verificados con la Dirección General de Catastro) - Podemos disfrutar de 3 habitaciones (las 3 dobles) y 1 baño perfecto para una familia. - Cálido salón de 23m2 con chimenea que es un lugar perfecto para descansar tras una jornada de trabajo donde disfrutar de tu familia. - Terraza comunitaria. - Con una práctica cocina con todo lo necesario reformada integralmente en 2018. - Baño reformado integralmente en 2018. - Puerta de entrada de seguridad blindada. - El estudio como los dos áticos del edif...,1,261,0,null,0,85,75,El Baix Guinardó,0,0,0,315000,3706,Housfy Real Estate CAT,Ref.: 269452,3,2,0,Piso en venta en calle de Praga 18,http://idealista.com/inmueble/90016751/,2908,0.2805323590814196,4,6,0.28864718754022395,5
1,1955,Referencia: 145VE323SAC1P Piso en venta en Barcelona. Acogedor apartamentocerca de la Sagrada Familia. Piso de 84m2 construidos. Dispone de un salón comedor exterior una habitación doble interior dos habitaciones individuales interiores baño y aseo independiente cocina independiente equipada y un pequeño trastero. Se trata de una fantástica oportunidad para cliente finalista o inversor. No deje de contactarnos para concertar una visita o recibir más información. '.,1,0,0,null,0,84,75,La Sagrada Família,0,0,0,299000,3560,ShBarcelona,Ref.: 145VE323SAC1P,3,0,0,Piso en venta en calle de los castillejos,http://idealista.com/inmueble/36181574/,3501,0.08309281482606712,25,8,0.3527267203402704,4
2,1940,En el centro del popular y atractivo barrio del Poble Sec a pocos pasos de la Avinguda Paralel y el emblemático Molino y rodeado de gran oferta cultural y gastronómica encontramos esta encantadora vivienda con una reforma de excelente calidad y gusto exquisito completamente amueblada equipada y lista para entrar a vivir. Es un piso alto y luminoso que se distribuye en un amplio salón comedor cocina abierta y totalmente equipada con electrodomésticos de alta gama. Una habitación doble en suite con armarios empotrados completamente vestidos y una zona de despacho. Baño con ducha. La segunda habitación es individual grande con armarios empotrados y salida a un balcón. La vivienda dispone además del derecho de uso de una agradable terraza comunitaria en la azotea con espectaculares vistas. Carpintería exterior con climalit suelo de micro cemento calefacción y aire acondicionado por conductos. Techos con bóveda catalana. Reforma con materiales de primera calidad realizada por una decoradora de prestigio. La finca dispone de ascensor. Cerca de transporte público y perfecto para disfrutar y vivir Barcelona..,1,0,2,null,0,88,75,El Poble Sec - Parc de Montjuïc,0,0,0,395000,4489,Gloria Belil Roger,Ref.: GVVF7,2,2,0,Piso en venta en calle d'En Fontrodona,http://idealista.com/inmueble/84023753/,3751,0.2132439889633425,7,4,0.3651589381337587,4
5,1850,Fantástico piso ubicado en el centro de Barcelona de 180 m2 a 2 minutos de La Rambla de Catalunya. Tiene 5 habitaciones 4 dobles y una simple. 5 baños completos cocina a reformar. Salón comedor luminoso con salida a los balcones a calle. Suelos y techos altos con los detalles típicos de la época. Tiene aire acondicionado y calefacción. Encontramos esta vivienda en una de las calles más céntricas rodeado de locales de primeras marcas. Balcones con salida exterior a Carrer de Portaferrisa. Comunicación con línea de Metro autobuses farmacias supermercados etc.,0,0,1,Eléctrica,0,180,45,El Gòtic,0,0,0,575000,3194,ESTUDI AVINGUDA DE ROMA S.L.,Ref.: 575k04.11,5,2,0,Piso en venta en calle de la Portaferrissa,http://idealista.com/inmueble/91662372/,3109,0.3738733663812528,15,5,0.5585286164939162,4
1,1960,Con encanto!  Ideal piso reformado listo para tu llegada exterior a patio de manzana muy luminoso y justo lo que necesitas! Salón-comedor cocina y baño modernos en perfecto estado la cocina tiene zona de lavadero y galería. Acabados de parquet con aire acondicionado y calefacción listo para que lo conviertas en tu hogar excelente opción como inversión para alquilar. No dejes pasar esta oportunidad única! Llama YA! Producto exclusivo de Apialia.,0,256,3,Bomba de frío/calor,0,72,75,Porta,0,0,0,179500,2493,Lupe Fernandez,Ref.: TANDEM-TUBAU,3,2,0,Piso en venta en EDUARD TUBAU,http://idealista.com/inmueble/91657911/,2737,0.11416184971098264,15,5,0.21242774566473988,5
2,1960,La Casa Agency ofrece un nuevo inmueble a la venta en el barrio de Sant Martí:  Vivienda situada a dos calles de la Plaza de la Palmera del barrio de Sant Martí de Barcelona. 100 metros construidos de los cuales 90 metros cuadrados son útiles. Consta de 4 habitaciones todas exteriores 1 doble 1 mediana y 2 individuales 1 baño amplio y completo y otro baño (solo aseo). Suelo de parket puertas de madera maciza y ventanas de doble climalit blancas. Las reformas son hechas de hace 5 años. Ideal para primera vivienda y/o compraventas.  Se trata de un 6º de altura con ascensor en planta todo exterior con orientación este (al mar) muy luminoso. La salida al balcón es desde el salón comedor donde cabe 1 mesita y un par de sillas tranquilamente.  Se encuentra a tan solo 2 minutos andando del Metro La Pau (L2 y L4) y a 4 minutos andand...,1,0,6,Gas natural,0,100,75,La Verneda i la Pau,0,0,0,270000,2700,ESTUDI SOL DE MAYO S.L.,Ref.: SM-15,4,2,0,Piso en venta en calle d'Andrade,http://idealista.com/inmueble/91653217/,0,0.060413354531001606,25,9,0.1414061119943473,5
1,1965,Piso ubicado en inmejorable zona de Les Corts a 2 minutos de la parada de Metro L5 y de varias líneas de autobús para poder comunicarte con el Centro de la Ciudad Condal sin ningún tipo de inconveniente. Próximo a colegios e institutos zonas ajardinadas centros de salud comercios y todo lo necesario para hacer vida de barrio.  Esta fantástica vivienda de 85m² se encuentra ubicada en una 1ª planta real en finca que dispone de ascensor. Su distribución se compone de un amplio salón comedor con salida a balcón 3 habitaciones (1 doble y 2 individuales - anteriormente eran 4) cocina independiente reformada con salida a lavadero y 1 baño completo con plato de ducha. Dispone de carpintería de aluminio blanca parquet y puertas de madera.  Llame para agendar una visita!  Si desea un servicio de asesoramiento financiero de manera totalmente gratuita y sin compromiso. No dude en ponerse en contacto con nosotros estaremos encantados de ayudarle.  Le esperamos en LA CASA AGENCY.,1,0,1,null,0,85,75,La Maternitat i Sant Ramon,0,0,0,265000,3118,ESTUDI SOL DE MAYO S.L.,Ref.: Badal,3,2,0,Piso en venta en Regente Mendieta,http://idealista.com/inmueble/91651978/,2996,0.09553702795487984,25,4,0.25323275862068967,4
2,1956,EXCELENTE INMUEBLE EN EL BARRIO DE PUTXET-SARRIA  Las últimas imágenes son el proyecto de reforma digital.  Información del inmueble:  •Dirección: Av. Riera de Cassoles (Antes Príncipe de Asturias)  •Superficie útil (M²): 114  •Medidas construidas (M²): 125  •Elementos comunes (M²): 11  •Año de construcción: 1956  •Habitaciones: 4 (2 dobles)  •Baños: 2 (Uno completo y un aseo)  •Salón comedor exterior a calle  • Chimenea  •Cocina: Independiente  •Galería: Si  •Balcón: No  •5ª planta real de altura  •Orientación: Este - Oeste  •Gastos de comunidad: 229€/trimestre  •ITE: Pasada  •Ventanas: Ventanas de madera  •Estado de la vivienda: Para reformar  •Instalación eléctrica: Para reformar  •Estado de la finca: Muy bien conservada  •Metro mas cercano: 5 min  •Cercano a todo tipo de comercios farmacias supermercados colegios transportes zona ajardinada etc…  No dude en pedir más información y realizar una visita sin compromiso.  Estamos ubicados en C/ Joan Güell Nº152 08028 Barcelona. (Les Corts). . .,1,0,5,Gas natural,0,125,105,El Putxet i el Farró,0,0,0,449000,3592,La Teva Immobiliària,Ref.: 1090,4,3,0,Piso en venta en riera DE CASSOLES,http://idealista.com/inmueble/91641778/,3940,0.05003535106325119,15,7,0.367651057812585,5
2,1956,EXCELENTE INMUEBLE EN EL BARRIO DE PUTXET-SARRIA  Las últimas imágenes son el proyecto de reforma digital.  Información del inmueble:  •Dirección: Av. Riera de Cassoles (Antes Príncipe de Asturias)  •Superficie útil (M²): 114  •Medidas construidas (M²): 125  •Elementos comunes (M²): 11  •Año de construcción: 1956  •Habitaciones: 4 (2 dobles)  •Baños: 2 (Uno completo y un aseo)  •Salón comedor exterior a calle  • Chimenea  •Cocina: Independiente  •Galería: Si  •Balcón: No  •5ª planta real de altura  •Orientación: Este - Oeste  •Gastos de comunidad: 229€/trimestre  •ITE: Pasada  •Ventanas: Ventanas de madera  •Estado de la vivienda: Para reformar  •Instalación eléctrica: Para reformar  •Estado de la finca: Muy bien conservada  •Metro mas cercano: 5 min  •Cercano a todo tipo de comercios farmacias supermercados colegios transportes zona ajardinada etc…  No dude en pedir más información y realizar una visita sin compromiso.  Estamos ubicados en C/ Joan Güell Nº152 08028 Barcelona. (Les Corts). . .,1,0,5,Gas natural,0,125,105,El Putxet i el Farró,0,0,0,449000,3592,La Teva Immobiliària,Ref.: 1090,4,3,0,Piso en venta en riera DE CASSOLES,http://idealista.com/inmueble/91641608/,3940,0.05003535106325119,15,7,0.367651057812585,5
1,1948,Casa de 83 m2 de superficie construida en perfectas condiciones en una parcela de 719 m2 con muchas posibilidades en el barrio de Les Planes. Un barrio residencial rodeado de un entorno natural privilegiado y de tranquilidad.  El inmueble actualmente dispone de una planta con un salón comedor de 25 m2 dos habitaciones dobles una individual baño completo y cocina independiente. También dispone de una gran terraza con porche cubierto zona de piscina jardín un gran garaje para 4 coches vallado de madera.   Se encuentra muy bien comunicado a 9 minutos caminando de la estación de Les Planes que enlaza con Plaza Catalunya en 15 minutos y también con Sant Cugat Sabadell y Terrassa.  Entorno único rodeado de naturaleza. No pierda la oportunidad de visitarla.,0,0,0,null,0,83,75,Sarrià-Sant Gervasi,1,0,0,335000,4036,Coldwell Banker Llebrenc Coldwell Banker Llebrenc,Ref.: 4335,3,2,1,Casa o chalet independiente en venta en Vallvidrera - El Tibidabo i les Planes,http://idealista.com/inmueble/91661303/,4396,0.0548636129696346,7,4,0.25323275862068967,5
1,1900,Inmoredes ofrece este precioso estudio estilo industrial. Ubicado en el barrio de provençals de Poblenou.  El inmueble cuenta con 57 m2 distribuidos en un ambiente con baño independiente con plato de ducha de obra.  Cocina americana con vitrocerámica y lavadora. Dispone de suelos de parquet aire acondicionado con bomba de calor.  Los techos son altos.  Es un espacio tipo loft diáfano ¡que te ayudará a que lo distribuyas como mejor te parezca! La finca que data de 1930 y se encuentra a dos paradas de autobús de la playa cercana al Centro Comercial de Diagonal Mar y rodeado de buenas comunicaciones y Bicing a 3 minutos caminando de la finca.  El inmueble no dispone de Cédula de Habitabilidad aunque en el Registro de la Propiedad está inscripto como Vivienda y en el Catastro consta como Uso Residencial.  En este tipo de viviendas se...,1,22,1,null,0,57,75,Sant Martí,0,0,0,130000,2281,Inmoredes,Anuncio: 91661506,0,2,0,Estudio en venta en Provençals del Poblenou,http://idealista.com/inmueble/91661506/,0,0.060413354531001606,25,9,0.1414061119943473,4
1,1975,Vivienda de 87 mtrs construidos orientado a Mar situada en la zona Sant Martí en buen estado para entrar a vivir.  Está distribuido en 4 dormitorios los cuales 1 doble al exterior y 3 individuales orientados a patio de luces cocina luminosa independiente en muy buen estado con acceso a galería baño completo con plato de ducha salón comedor exterior con salida a balcón.   Cercano a transporte publico: metro L2 Bac de Roda. Mercados colegios parques entre otros.  * En el precio de venta no se incluyen los honorarios de agencia gastos notariales gestoría o registro. Si tienes dudas en algún producto financiero o deseas valorar tu piso contacta con nosotros. *.,1,0,2,Gas natural,0,87,75,Sant Martí,0,0,0,260000,2989,ESTUDI SOL DE MAYO S.L.,Ref.: LU-3,4,2,0,Piso en venta en Sant Martí de Provençals,http://idealista.com/inmueble/90363323/,0,0.060413354531001606,25,9,0.1414061119943473,4
2,1969,Muy buen piso de 90 m2 en calle Guillem Tell (entre calle Zaragoza y calle Vallirana). dispone de salón-comedor balcón-terraza de 6 m2 3 habitaciones (2 dobles) 2 baños (bañera y ducha) cocina independiente. suelos de gres calefacción por radiadores. finca con ascensor.,1,0,2,Gas natural,0,90,105,El Putxet i el Farró,0,359000,1,355000,3944,dpto. comercial,Ref.: 05496,3,2,1,Piso en venta en calle de Guillem Tell 21,http://idealista.com/inmueble/89907725/,3940,0.05003535106325119,15,7,0.367651057812585,5
1,1945,Promoción de alto standing en l’Eixample Esquerra Promoción de diez viviendas de gran calidad en l’Eixample Esquerra (Barcelona). Compuesta de diez viviendas de una o dos habitaciones (una en suite) uno o dos baños completos y entre 54 y 64 metros cuadrados cocina abierta a sala de estar y tribuna con un gran ventanal orientado a calle aire frío / calor por conductos aerotermia y carpintería exterior para un mejor aprovechamiento térmico y acústico. Se encuentra en una zona muy buscada y céntrica muy cerca de l’Avinguda de Sarrià y a unas pocas calles de Passeig de Gràcia a pasos del Hospital Clínic la facultad de medicina y el nuevo Mercat del Ninot con todos los transportes y servicios a mano.,1,0,1,null,1,55,75,L'Antiga Esquerra de l'Eixample,0,0,0,345600,6284,Villarroel 173 .,Ref.: 1° 2ª,1,1,1,Piso en venta en calle Villarroel  173,http://idealista.com/inmueble/91626943/,3840,0.06280814576634508,15,7,0.42443676109747935,5
1,1930,Promoción de alto standing en l’Eixample Esquerra Promoción de diez viviendas de gran calidad en l’Eixample Esquerra (Barcelona). Compuesta de diez viviendas de una o dos habitaciones (una en suite) uno o dos baños completos y entre 54 y 64 metros cuadrados cocina abierta a sala de estar y tribuna con un gran ventanal orientado a calle aire frío / calor por conductos aerotermia y carpintería exterior para un mejor aprovechamiento térmico y acústico. Se encuentra en una zona muy buscada y céntrica muy cerca de l’Avinguda de Sarrià y a unas pocas calles de Passeig de Gràcia a pasos del Hospital Clínic la facultad de medicina y el nuevo Mercat del Ninot con todos los transportes y servicios a mano.,1,0,3,null,1,55,75,L'Antiga Esquerra de l'Eixample,0,0,0,367200,6676,Villarroel 173 .,Ref.: 3° 2ª,1,1,0,Piso en venta en calle Villarroel  173,http://idealista.com/inmueble/91626963/,3665,0.12846144029945983,15,7,0.42443676109747935,5
1,1945,Promoción de alto standing en l’Eixample Esquerra Promoción de diez viviendas de gran calidad en l’Eixample Esquerra (Barcelona). Compuesta de diez viviendas de una o dos habitaciones (una en suite) uno o dos baños completos y entre 54 y 64 metros cuadrados cocina abierta a sala de estar y tribuna con un gran ventanal orientado a calle aire frío / calor por conductos aerotermia y carpintería exterior para un mejor aprovechamiento térmico y acústico. Se encuentra en una zona muy buscada y céntrica muy cerca de l’Avinguda de Sarrià y a unas pocas calles de Passeig de Gràcia a pasos del Hospital Clínic la facultad de medicina y el nuevo Mercat del Ninot con todos los transportes y servicios a mano.,1,0,2,null,1,55,75,L'Antiga Esquerra de l'Eixample,0,0,0,356400,6480,Villarroel 173 .,Ref.: 2° 2ª,1,1,0,Piso en venta en calle Villarroel  173,http://idealista.com/inmueble/91626971/,3840,0.12846144029945983,0,7,0.4553054662379421,5
1,1974,REFORMADO CON 2 DORMITORIOS!  Inmueble ubicado en Barcelona en el barrio de Roquetes. Cerca de restaurantes centros médicos colegios zonas ajardinadas comercios y todo tipo de servicios. Es una zona tranquila y muy bien comunicada al lado del metro Roquetes (L3) y diversas líneas de autobús. Fácil acceso a carreteras principales como Vía Favencia Via Julia y rápido acceso a la Ronda de Dalt.  Planta baja en una finca con ascensor. Distribuido en un bonito salón - comedor en dos espacios una cocina abierta estilo cocina americana con espacio para lavandería 2 dormitorios (uno doble y otro mediano muy amplio) y un precioso baño con plato de ducha.  Dispone de suelos de Porcelánico imitación madera y carpintería de aluminio blanco.  La vivienda se encuentra REFORMADA DE CALIDAD y LISTA PARA ENTRAR A VIVIR.  Además si deseas conocer el valor de tu vivienda contáctenos y te la valoramos SIN COMPROMISO Y SIN COSTE!  ¿Necesitas asesoramiento financiero? Nuestros asesores financieros profesionales te orientarán sin compromiso en el trámite de hipotecas ¡DE MANERA TOTALMENTE GRATUITA!    NO PIERDA LA OPORTUNIDAD DE VENIR A VERLO LE ENCANTARÁ!,1,193,0,null,0,50,75,Les Roquetes,0,0,0,159000,3180,"""LA CASA AGENCY PUNTO SANT JOSÉ HOSPITALET S.L.""",Ref.: CM-VA159,2,2,0,Piso en venta en calle de la Mina de la Ciutat,http://idealista.com/inmueble/91651450/,2326,0,40,10,0.08743795341733486,4
1,1970,La Casa Agency ofrece:  Vivienda lista para entrar a vivir situada en la barriada de Horta. A tan solo 5 minutos de la parada de metro El Carmel (L5). Zona muy tranquila y bien comunicada con varios tipos de comercios parques servicios y líneas de bus.  Ubicada en buena finca de vecinos tranquila en una altura real de un 2º piso con ascensor. El piso es completamente exterior. Consta de 55m² distribuidos en salón-comedor amplio y luminoso 2 dormitorios cocina con salida a una pequeña galería y baño 3 piezas con bañera.  Suelo de gres y carpintería de aluminio.  ¡Llama ya y planifica tu visita no dejes que se te anticipen! ¡VEN A VERLO SIN COMPROMISO!  Si desea concretar una visita o una cita de asesoramiento financiero de manera totalmente gratuita no dude en ponerse en contacto con nosotros.  Le esperamos en LA CASA AGENCY. La inmobiliaria que crece contigo.  *HONORARIOS NO INCLUIDOS EN EL PRECIO*. .,1,242,2,null,0,55,75,El Carmel,0,0,0,159000,2891,Dpto. Comercial,Ref.: MARTIN,2,2,0,Piso en venta en LLOBREGOS,http://idealista.com/inmueble/91645876/,2451,0.03923096908287871,1,2,0.16861522473369706,4
2,1900,La ubicación está en una calle tranquila justo detrás de la estación de tren regional e internacional de Sants en el centro de la próxima zona del casco antiguo de Sants.  Apartamento tradicional elegante completamente renovado en el último piso con una terraza privada en la azotea para hacer barbacoas y relajarse.  El edificio de 1900 consta de dos niveles y solo cuenta con 3 departamentos. Este apartamento está en el primer piso.  Hermosos acabados de alta gama proporcionan una vida elegante con un amplio espacio al aire libre.  El dormitorio principal tiene un baño privado.  2 dormitorios 2 baños completos  70 m2 de construcción 15 m2 de terraza  Nota: Dos apartamentos idénticos también están a la venta en este edificio:  O  Considere comprar todo el edificio (3 apartamentos en total)  Comuníquese con IDUAG para obtener más detalles.,0,0,1,Eléctrica,0,85,75,Hostafrancs,0,415000,7,385000,4529,IDUAG,Ref.: ermengarda middle1,2,2,1,Piso en venta en ermengarda,http://idealista.com/inmueble/91641816/,2793,0.12785923753665684,7,5,0.324633431085044,4
1,1972,REF: O-JE195 La Casa Agency ofrece en exclusiva un nuevo inmueble a la venta en el barrio de Sant Martí:  Vivienda situada a dos calles de la Plaza de la Palmera del barrio de Sant Martí de Barcelona. 77 metros construidos de los cuales 73 metros cuadrados son útiles. Consta de 4 habitaciones 1 doble 1 mediana y 2 individuales 1 baño. Suelo de terrazo puertas de madera sapelli y ventanas de aluminio.  Se trata de un 3º de altura con ascensor en planta exterior con orientación oeste (montaña) y sur (tarragona) con escalera habilitada con acceso para personas con movilidad reducida. La salida al balcón es desde el salón comedor donde cabe 1 mesita y un par de sillas.  Se encuentra a tan solo 2 minutos andando del Metro y Tramvia Besòs a 5 minutos del Metro (L2 y L4) y Metro Sant Martí (L2). La vivienda está rodeada de parques c...,1,0,3,null,0,77,75,La Verneda i la Pau,0,0,0,195000,2532,LA CASA AGENCY,Ref.: O-JE195,4,2,0,Piso en venta en GRAN VIA DE LES CORTS CATALANES,http://idealista.com/inmueble/91660713/,0,0.060413354531001606,25,9,0.1414061119943473,5
1,1972,J-JES195  La Casa Agency ofrece en exclusiva un nuevo inmueble a la venta en el barrio de Sant Martí:  Vivienda situada a dos calles de la Plaza de la Palmera del barrio de Sant Martí de Barcelona. 77 metros construidos de los cuales 73 metros cuadrados son útiles. Consta de 4 habitaciones 1 doble 1 mediana y 2 individuales 1 baño. Suelo de terrazo puertas de madera sapelli y ventanas de aluminio. Ideal para primera vivienda y/o compraventas.  Se trata de un 3º de altura con ascensor en planta exterior con orientación oeste (montaña) y sur (tarragona). La salida al balcón es desde el salón comedor donde cabe 1 mesita y un par de sillas.  Se encuentra a tan solo 2 minutos andando del Metro La Pau (L2 y L4) y a 4 minutos andando del Metro Sant Martí (L2). La vivienda está rodeada de parques colegios supermercados y tiendas.  A tan solo 15 minutos andando del Centro Comercial Diagonal Mar y el Centro Comercial Glories.  Las líneas de autobús más cercanas son: H10 H12 33 B24 V27. Fácil acceso a rondas. Servicio de Bicing a 3 minutos andando.  Los gastos de ITP AJD y honorarios de la agencia no están incluidos en el precio  La Casa Agency estamos para asesorarte.,1,0,3,null,0,77,75,Provençals del Poblenou,0,0,0,195000,2532,LA CASA AGENCY,Ref.: J-JES195,4,2,0,Piso en venta en Gran Via de les Corts Catalanes,http://idealista.com/inmueble/91660030/,3213,0.0925326621119501,15,6,0.21095529186144074,4
